latitude,longitude,area_1990,area_2000,area_2020,area_change_km2,annual_area_change_km2_per_year
38.79322861111111,74.59298361111111,0.0081,0.0081,0.0081,0.0,0.0
38.79837083333333,74.59174527777778,0.0486,0.0486,0.0486,0.0,0.0
34.97204611111111,75.05027527777777,0.1332,0.1332,0.1332,0.0,0.0
34.96984833333334,75.77459777777777,0.0081,0.0081,0.0081,0.0,0.0
34.974789722222226,74.75392138888888,0.027,0.027,0.027,0.0,0.0
34.97450222222223,75.85359694444443,0.0099,0.0099,0.0099,0.0,0.0
34.98005611111111,75.03897333333333,0.0783,0.0783,0.0783,0.0,0.0
34.98394583333334,74.7730211111111,0.0072,0.0072,0.0072,0.0,0.0
34.98651,75.55327333333334,0.1809,0.1809,0.1809,0.0,0.0
34.99107166666667,75.23614555555555,1.2942,1.2942,1.2942,0.0,0.0
34.98769611111111,74.77532555555555,0.0162,0.0162,0.0162,0.0,0.0
34.98811111111111,74.76680972222222,0.0171,0.0171,0.0171,0.0,0.0
35.08346777777778,73.72109444444445,0.1116,0.1116,0.1116,0.0,0.0
34.84985555555556,76.03901194444444,0.0216,0.0216,0.0216,0.0,0.0
34.8538975,76.36729305555555,0.1323,0.1323,0.1323,0.0,0.0
34.853839444444446,76.38239999999999,0.1269,0.1269,0.1269,0.0,0.0
34.85264166666667,76.47592472222222,0.1035,0.1035,0.1035,0.0,0.0
34.90303055555555,74.94365277777779,0.042296,0.042296,0.042296,0.0,0.0
36.293976388888886,73.11485527777778,0.0189,0.0189,0.0189,0.0,0.0
36.006165833333334,74.80596777777778,0.0342,0.0342,0.0342,0.0,0.0
34.774234444444446,76.5906225,0.0171,0.0171,0.0171,0.0,0.0
34.77668111111111,76.44364111111112,0.0153,0.0153,0.0153,0.0,0.0
34.77746583333333,76.43899444444445,0.0189,0.0189,0.0189,0.0,0.0
34.78197888888889,76.00951194444444,0.0378,0.0378,0.0378,0.0,0.0
34.77757416666667,76.44615416666667,0.0216,0.0216,0.0216,0.0,0.0
34.77733194444444,76.46640555555555,0.0063,0.0063,0.0063,0.0,0.0
34.77984027777778,76.4703725,0.018,0.018,0.018,0.0,0.0
34.77832194444444,76.66817611111112,0.0441,0.0441,0.0441,0.0,0.0
34.78141611111111,76.428075,0.0414,0.0414,0.0414,0.0,0.0
34.75704944444445,76.41388500000001,0.0324,0.0324,0.0324,0.0,0.0
34.757533055555555,76.41946055555556,0.0072,0.0072,0.0072,0.0,0.0
36.24025861111111,73.04837333333333,0.0387,0.0387,0.0387,0.0,0.0
36.05211138888889,73.48165166666666,0.009,0.009,0.009,0.0,0.0
36.0521525,73.45575666666667,0.0072,0.0072,0.0072,0.0,0.0
36.072361944444445,73.51914416666666,0.0126,0.0126,0.0126,0.0,0.0
35.911575,73.98861722222222,0.0081,0.0081,0.0081,0.0,0.0
38.38836527777778,75.4811988888889,0.0603,0.0603,0.0603,0.0,0.0
36.62983638888889,73.75010888888889,0.036,0.036,0.036,0.0,0.0
35.86475138888889,73.74557111111112,0.8019,0.8019,0.8019,0.0,0.0
34.8310675,76.35802222222222,0.0243,0.0243,0.0243,0.0,0.0
34.83329416666667,76.35149138888889,0.0963,0.0963,0.0963,0.0,0.0
34.83428055555556,76.37300222222221,0.0198,0.0198,0.0198,0.0,0.0
34.838657500000004,76.41490555555556,0.0612,0.0612,0.0612,0.0,0.0
34.8426775,76.41335027777778,0.018,0.018,0.018,0.0,0.0
34.84357388888889,76.44113694444445,0.0117,0.0117,0.0117,0.0,0.0
35.934715,73.99144222222222,0.0171,0.0171,0.0171,0.0,0.0
35.930775555555556,73.58922361111111,0.0108,0.0108,0.0108,0.0,0.0
35.932455555555556,73.63886305555556,0.0387,0.0387,0.0387,0.0,0.0
35.93002194444444,73.24679222222223,0.0558,0.0558,0.0558,0.0,0.0
35.37857555555556,75.10010083333333,0.0342,0.0342,0.0342,0.0,0.0
35.213638333333336,75.69280083333334,0.0207,0.0207,0.0207,0.0,0.0
36.88754333333333,74.86362444444444,0.0045,0.0045,0.0045,0.0,0.0
39.51575666666667,73.9346275,0.0045,0.0045,0.0045,0.0,0.0
34.746832777777776,76.399355,0.0108,0.0108,0.0108,0.0,0.0
34.74818611111111,76.39629000000001,0.0306,0.0306,0.0306,0.0,0.0
36.242199444444445,73.01047694444445,0.063,0.063,0.063,0.0,0.0
34.754243611111114,76.39396277777779,0.009,0.009,0.009,0.0,0.0
34.75895194444445,75.99710361111111,0.0072,0.0072,0.0072,0.0,0.0
34.75485666666667,76.53901,0.036,0.036,0.036,0.0,0.0
34.761453055555556,75.9889388888889,0.0351,0.0351,0.0351,0.0,0.0
34.75544361111111,76.54523999999999,0.0288,0.0288,0.0288,0.0,0.0
35.89080722222222,73.54487722222223,0.0153,0.0153,0.0153,0.0,0.0
35.891041944444446,73.53917555555556,0.027,0.027,0.027,0.0,0.0
35.90061611111111,73.97098833333334,0.0549,0.0549,0.0549,0.0,0.0
35.89679944444445,73.63477166666668,0.0063,0.0063,0.0063,0.0,0.0
35.891734166666666,73.09908944444445,0.0324,0.0324,0.0324,0.0,0.0
35.89461583333333,73.24572805555556,0.0216,0.0216,0.0216,0.0,0.0
35.902904166666666,73.7334925,0.0477,0.0477,0.0477,0.0,0.0
35.90596222222222,73.92101472222222,0.1413,0.1413,0.1413,0.0,0.0
35.906753888888886,73.15416972222222,0.2043,0.2043,0.2043,0.0,0.0
35.90959722222222,73.47113527777778,0.0225,0.0225,0.0225,0.0,0.0
35.81622194444444,73.59955472222222,0.0297,0.0297,0.0297,0.0,0.0
35.81030805555555,73.09311249999999,0.027,0.027,0.027,0.0,0.0
35.81605111111111,73.46655666666668,0.0243,0.0243,0.0243,0.0,0.0
35.816075,73.46097888888889,0.0162,0.0162,0.0162,0.0,0.0
35.92581027777778,73.27362277777777,0.0999,0.0999,0.0999,0.0,0.0
35.929015,73.57755388888889,0.0144,0.0144,0.0144,0.0,0.0
35.87703388888889,73.48632972222222,0.0243,0.0243,0.0243,0.0,0.0
35.883545,73.82453222222222,0.0135,0.0135,0.0135,0.0,0.0
35.88147361111111,73.64236722222223,0.0081,0.0081,0.0081,0.0,0.0
35.881748055555555,73.51387888888888,0.0108,0.0108,0.0108,0.0,0.0
35.8755575,73.05412194444445,0.0315,0.0315,0.0315,0.0,0.0
35.87956777777778,73.28755694444445,0.0108,0.0108,0.0108,0.0,0.0
35.88744444444444,73.86755333333333,0.0162,0.0162,0.0162,0.0,0.0
35.888125277777775,73.87927555555555,0.0099,0.0099,0.0099,0.0,0.0
35.88501083333333,73.47046722222223,0.0495,0.0495,0.0495,0.0,0.0
35.87851222222222,73.05778222222222,0.0234,0.0234,0.0234,0.0,0.0
35.887999444444446,73.73794833333334,0.0351,0.0351,0.0351,0.0,0.0
35.88623,73.566615,0.0378,0.0378,0.0378,0.0,0.0
35.889521944444446,73.69168,0.0855,0.0855,0.0855,0.0,0.0
35.88208888888889,73.19501861111111,0.009,0.009,0.009,0.0,0.0
35.88348027777778,73.04595222222223,0.0198,0.0198,0.0198,0.0,0.0
35.89374888888889,73.78344388888888,0.0225,0.0225,0.0225,0.0,0.0
36.246143611111115,73.12100083333333,0.0747,0.0747,0.0747,0.0,0.0
35.8772325,73.95314111111111,0.0378,0.0378,0.0378,0.0,0.0
35.87876833333333,74.11279027777778,0.0288,0.0288,0.0288,0.0,0.0
