id,name,place_type,latitude,longitude,population
4307055442,Sarkao Karona,village,33.1894759,71.5983573,
4307055443,Musal,village,33.1980218,71.6102947,
4307626482,Musa Wali,village,32.2559518,71.3400175,
4307667075,Noon Dagar,village,32.1044011,71.2250914,
4307674420,Kalwal,village,32.0238307,71.1888044,
4307674443,Maibal Sharif,town,32.0397234,71.2001567,
4315877143,Leti,village,32.9166075,72.0666786,
4315886804,Paharr Khel Pakka (پہاڑ خیل),village,32.4898907,70.6187456,
4315896581,Khanzad Khel,village,32.5457104,70.6655601,
4315896585,Gauraka Shah Hussain,village,32.5699753,70.7212862,
4315896804,Gauraka Saeed Khel,village,32.5749672,70.7079712,
4315896806,Mir Hazar Khanzad Khel,village,32.5595075,70.6883754,
4315951075,Sawans,village,32.7281291,71.6269662,
4316290066,Kabari,village,32.372564,71.6331674,
4316312197,Nazar Town,town,32.2133349,71.4558288,
4316312199,Madni Mahallah,village,32.2129406,71.4635649,
4316312200,Thragnawala,village,32.1974591,71.5108282,
4316350824,Pati Wala,village,32.1814099,71.3657827,
4316355986,14 ML,village,32.2343697,71.4470619,
4316356090,Chak No 12 ML,village,32.2533743,71.4661016,
4316378403,Delhi Namdar,village,32.1054805,71.5179199,
4316378404,Nawan Jandanwala,town,32.0792433,71.6064048,
4316378408,Chak 19 DB,village,32.2210484,71.5886712,
4316378409,Asraan Wala,village,32.3258393,71.594638,
4316378410,Harnoli,village,32.2806895,71.5557166,
4316746108,Bola,village,32.3271752,72.2513346,
4316746110,Choha Shareef,village,32.3938949,72.0260138,
4316746114,Warcha,village,32.4135543,71.9672607,
4316754121,Islampura,village,32.2932225,72.3415268,
4316754128,Pathan Pura,village,32.2960672,72.3404248,
4316754587,Jalalpur,village,32.2067055,72.2940702,
4316757490,Mangoor,village,32.2581507,72.3227257,
4316757493,Kurpalka,village,32.2184113,72.294844,
4316757497,Tanveer Abad,village,32.2608782,72.2807812,
4316763115,Botala,village,32.2672679,72.1430096,
4316763121,Panja Shareef,village,32.2302349,72.0598884,
4316763125,Bijar,village,32.2583762,72.0525093,
4316763126,Deta Shahinwala,village,32.2451833,72.1368589,
4316763131,Mohallah Chawisan,village,32.2566959,72.0497573,
4316763132,Mitha Tiwana,town,32.2415186,72.1090666,
4316763138,Daira Shahinwala,village,32.2261867,72.071395,
4316763139,42 MB,village,32.2401927,72.1505591,
4316769190,Hassan Abad,village,32.4099218,71.7126994,
4316769192,Shadia,village,32.3839131,71.7604467,
4316769194,Pathan Kot,village,32.4061293,71.7222142,
4316769197,Bandyal,village,32.355699,71.8249623,
4316769201,Mian Din Wala,village,32.402285,71.7331785,
4316775466,Golewali,village,32.4880445,71.8468787,
4316775472,New Dhokri,village,32.3985919,72.0660341,
4316775483,Shumar,village,32.3353754,71.8454407,
4316793449,Sundhan Wala,village,32.3005436,71.6270407,
4316797906,Chak 62 DB,village,32.0471983,71.6744852,
4316797907,Ali Khel,village,32.0588719,71.6906983,
4316797910,Chak 63 DB,village,32.0462964,71.6865214,
4316801098,Lakarmar,village,33.2385754,71.8644834,
4316801102,Chhab,village,33.2387416,71.8957437,
4316801105,Dhok Taray Wali,village,33.2180221,72.006597,
4316801107,Dhoke Jumdur,village,33.2368676,71.8560762,
4316801108,Kanjur,village,33.2273185,71.8778817,
4316801112,Maira Sharif,village,33.1808305,72.034463,
4316803029,Dallo Khel,village,32.6004573,70.8613356,
4316803030,Abba Khel,village,32.5666149,70.8270764,
4316804135,Nar Sardar Midat Khel,village,32.8002454,70.7835345,
4316804136,Topai,village,32.7739915,70.8367316,
4316804137,Nar Muhammad Khan Ghazni Khel,village,32.7891827,70.8266892,
4316804138,Naseer Khel,village,32.8171503,70.8061615,
4316808706,Muzafar Abad,village,32.5398857,70.7491141,
4316808707,Bhuttanwala,village,32.6574443,71.2397119,
4316808709,Wandha Khajjar,village,32.5803823,71.2524345,
4316808710,Wandha Mir Alam,village,32.5780772,71.2340656,
4316808711,Wandha Baru,village,32.5257438,71.2243544,
4316808712,Darra Tung,village,32.6016946,71.1581314,
4316808713,Sharifabad,village,32.6083747,71.1727485,
4316808714,Armatay Wala,village,32.6194494,71.1783269,
4316808715,Begu Khel,village,32.5285874,70.9590405,
4316808717,Isak Khel,village,32.5039125,70.9628334,
4316808718,Daulat Khel,village,32.480484,70.9650853,
4316808719,Katta Khel,village,32.4493346,70.9732139,
4316808720,Shah Hassan Khel,village,32.4313255,70.9649928,
4316808721,Ahmad Khel,village,32.4333047,70.9665446,
4316808722,Abdul Khel,village,32.3994256,70.9135061,
4316808723,Alwal Khel,village,32.3849125,70.9000263,
4316808724,Jhang Khel,village,32.429509,70.8790577,
4316808725,Hayyat Khel,village,32.399723,70.7767603,
4316808726,Masha Mansoor,village,32.4467636,70.7909785,
4316808727,Barkhi Koruna,village,32.492974,70.7890115,
4316808728,Jattan,village,32.4996351,70.7800479,
4316808729,Matora,village,32.5359412,70.7718757,
4316814880,Khwaja Khel,village,32.5936862,70.7362905,
4316814882,Nar Qulli Khan,village,32.8002726,70.754702,
4316814883,Nat Sultan Mahmood Village,village,32.7894593,70.763692,
4316814885,Nar Sahib Khan Village,village,32.8033422,70.7652912,
4316817294,Sherikhel,village,32.4736128,70.6580447,
4316817297,Langar Khel,village,32.4829265,70.7031209,
4316820344,Shareef Wala,village,33.0746114,70.8804381,
4316820345,Kamali Banda,village,33.0640705,70.865514,
4316820346,Latambar,village,33.1095082,70.8770941,
4316820350,Latambar Petrol Station,village,33.1069723,70.8707646,
4316865212,Yarik,town,32.1053956,70.7909023,
4317541025,Namay Wali,village,32.3196362,72.3810001,
4317541026,Shahpur City,village,32.2866902,72.4301719,14819
4317541027,Jalal Pur Jagir,village,32.2963368,72.4457439,
4317541028,Khair Pur,village,32.3227133,72.4016169,
4317541030,Kotla Sayadan,village,32.2962523,72.4597366,
4317541031,Chak No 7,village,32.3367995,72.3260269,
4317541032,Jhugian Sayadan,village,32.2974161,72.425083,
4317541034,Aaqil Shah,village,32.2761286,72.4556465,
4317961301,Jabbi Shareef,village,32.3915946,72.0928208,
4317961306,Kund,village,32.4124301,72.2046852,
4317961307,Chanki,village,32.3866598,72.1163406,
4317961314,Warcha,village,32.3859455,72.1025028,
4317964204,Khaliqabad,village,32.3932297,72.2554607,
4317964206,Mohra,village,32.4350933,72.2798527,
4317964208,Dera Darbaal,village,32.3992951,72.2672547,
4317964209,Waheer,village,32.4206231,72.2884201,
4317964210,Thatti Kalrani,village,32.3257975,72.3862801,
4317964213,Haid,village,32.4002571,72.2640649,
4317964214,Pindi Mehrwal,village,32.431107,72.2950727,
4317970771,Taluja,village,32.4879535,72.2622735,
4317970776,Chapper Shareef,village,32.4389832,72.1753565,
4317971603,Salemun Shareef,village,32.4267582,72.1841404,
4317971606,Numkaal,village,32.457977,72.2279061,
4317971624,Khairli,village,32.4425179,72.1649416,
4317971630,Chhaprrian,village,32.4730272,72.2042447,
4317986464,Sodhi Zereen,village,32.4868972,72.1687973,
4317986471,Bhander,village,32.4963957,72.1264814,
4317986483,Uchh,village,32.4901516,72.1822642,
4317986487,Sodhi Bala,village,32.4890857,72.1592418,
4317987394,Jahlar,village,32.4985397,72.0976716,
4317987418,Paprrali,village,32.4892248,72.1368661,
4317999762,Mange Wali,village,32.5165732,72.1324897,
4317999765,Mundial,village,32.559815,72.1455622,
4317999775,Kalyal,village,32.5588061,72.3004556,
4317999779,Kufri- Sadiqabad,village,32.5448909,72.0926863,
4317999781,Biakh,village,32.5510838,72.2733343,
4317999893,Bhuki,village,32.5637718,72.2153789,
4317999898,Nural Town,village,32.5619661,72.3006867,
4317999901,Suraki,village,32.5253,72.1365465,
4317999905,Manawan,village,32.5537175,72.1319862,
4317999919,اُچھالہ,village,32.6047386,72.2177967,
4318288582,Chak No 13 ML,village,32.2671828,71.5043394,
4318297689,Aheeranwala,village,32.0585573,71.3706385,
4318297696,Abbasian Wala,village,32.0626818,71.346177,
4327705507,Kanhat,village,32.8799265,71.9468648,
4327706728,Kalri,village,32.7303314,71.778798,
4327706730,Ghochy,village,32.7777691,71.7899157,
4329228090,Utrala,village,32.1053437,76.6482397,
4329589342,Lot,village,32.1050383,76.632391,
4329790518,Upper Gunehar,hamlet,32.0423735,76.7434902,
4334288698,Kolo Tarar,town,32.1252952,73.5520666,
4369129516,Chanigund,village,34.6005349,76.0543889,
4369129546,Karkitchoo,village,34.6019165,76.0465639,
4382024010,Sukrai Bai,hamlet,32.5653952,75.9615818,
4385488064,Pidmo,village,33.6920502,76.9228345,
4385489718,Sumdo,hamlet,34.1629724,76.9006351,
4386769863,Arghandakan,village,36.842145,70.3021225,
4386769864,Bagh-i-Aram;Bagh-e Aram,village,36.89071,70.267265,
4386769865,Gaz Darrah;Gaz Darah;Gaz Darreh,village,36.877946,70.290694,
4386769866,Khanaqah,village,36.868639,70.280121,
4386769867,Khwaja Afghani;Khvajeh Afghani;Khwajah Afghani,village,36.884523,70.261765,
4386769868,Qer Mishi,village,36.855918,70.301691,
4386769873,Teshkan,town,36.881678,70.276738,
4386791245,Darayim,town,36.9111458,70.3685584,
4386804163,Erghesak,village,36.493656,70.794841,
4386804164,Gharmai,village,36.522204,70.790635,
4386804169,Nalwij,village,36.524111,70.838108,
4386804171,Sar Sabil,village,36.488353,70.773692,
4386804173,Tahdah,village,36.528557,70.798986,
4386804175,Yamgan,town,36.516627,70.7951743,
4386833005,Koran va Monjan,town,36.028663,70.772575,
4387125797,Jurm,town,36.864768,70.834207,
4387192890,Khash Darreh,village,36.905614,70.759413,
4387225319,Barlas,village,37.1236,70.177081,
4387225320,Darreh-ye Zaran,village,37.313042,70.176281,
4387225321,Jugani,village,37.315431,70.168982,
4387225322,Khurdakan;Khordakan,village,37.31342,70.170974,
4387225324,Pitav,village,37.306184,70.164912,
4387466693,Yaftali Sufla,town,37.2842695,70.4159697,
4388671327,Alkunagh,village,37.360507,69.486982,
4388671328,Darqad,town,37.384145,69.452941,
4388671330,Esan Qeslaq,village,37.307659,69.481378,
4388671331,Kakul,village,37.279079,69.457099,
4388671332,Khvajeh Baha od Din,town,37.34551,69.535237,
4388671333,Moghul Qeslaq,village,37.333733,69.528667,
4388671334,Molla Shirin,village,37.3571386,69.4235607,
4388671335,Musa Zay,village,37.3680933,69.4191314,
4388671336,Nur Kheyl,village,37.383828,69.438257,
4388671337,Shur Tughay,village,37.307432,69.512079,
4388671338,Taraki,village,37.382034,69.413441,
4388685275,Dast-i-Qal'a,town,37.1456901,69.449124,
4388875466,Khvajeh Hafez;Khwajah Hafiz,village,37.484641,69.638991,
4388903208,Aqjar,village,37.356014,69.728231,
4388903209,Beskapa,village,37.368959,69.742605,
4388903211,Jurghaytu,village,37.360957,69.743598,
4388903212,Karim Bay,village,37.371998,69.733833,
4388903213,Takhnabad,village,37.380383,69.785778,
4388946275,Agakuru,village,37.159471,69.768225,
4388946276,Bini Malakh,village,37.128499,69.84058,
4388946277,Chaghian,village,37.130662,69.87805,
4388946278,Dasht-e Qosh Khanah,village,37.137843,69.830397,
4388946279,Gandah,village,37.16906,69.810834,
4388946280,Gugari,village,37.147022,69.821452,
4388946281,Khaneqah,village,37.119876,69.852145,
4388946283,Seh Ab,village,37.124626,69.795711,
4388946284,Shakari,village,37.168458,69.794652,
4388946285,Tunuk,village,37.165345,69.783575,
4389069368,"Baharak Distrikt , Takhar",town,36.808445,69.3980404,
4389069370,Chaylah,village,36.791687,69.412651,
4389118078,Chal',town,36.528336,69.539085,
4389126406,Shulish Darah,village,36.615952,69.593735,
4389126407,Taqchah Khanah,village,36.619217,69.628052,
4389129855,Farkhar,town,36.5728925,69.8578034,
4391364160,Archi,town,37.070446,69.298421,
4391364161,Dilshad;Delsad;Delshad,village,37.125689,69.136649,
4391364162,Gharow;Gharaw (2),village,37.123576,69.15567,
4391364163,Gharow;Gharaw (3),village,37.11083,69.180582,
4391364164,Gharow;Gharaw;Gharaw (1),village,37.137289,69.140219,
4391364165,Kalbat,village,37.106368,69.165543,
4391364166,Khwajah Gardab;Khvajeh Gardab,village,37.097204,69.283781,
4391364167,Qarlugh,village,37.093369,69.315364,
4391364168,Tas Guzar;Tash Huzak;Tash Guzar;Tash Gozar,village,37.11773,69.136651,
4391364169,Tash Guzar,village,37.107759,69.150927,
4391671486,Dzhangal'bashi,village,36.690456,69.094154,
4391671488,Khlopkooch,village,36.684483,69.092865,
4391673389,Khwaja Palak,village,36.671394,69.116295,
4391673390,د کډوالو کلی;Kaddwal Village,village,36.68121,69.130722,
4391673391,Mulla-Gulyam,village,36.680843,69.097801,
4391673392,Qarghiz-e Bala,village,36.689007,69.133751,
4391673393,Qarghizi-ye Pa'in,village,36.693016,69.13147,
4393711057,Tahir,village,32.737915,73.7781177,
4395618651,Bodhkharboo,village,34.3442902,76.5586022,
4397107911,Manikaran,town,32.0273214,77.3464072,
4401017984,Banu,town,35.633484,69.260195,
4401026080,Pul-e Hisar,town,35.6201558,69.4657974,
4401072830,Doab,town,36.016419,69.602458,
4401072833,Til-e Doab,village,35.630019,69.690532,
4401174650,Deh Saleh,town,35.6875816,69.3138591,
4401188055,Ahangar,village,35.6999128,69.3168826,
4401188056,Barata,village,35.683107,69.323994,
4401188058,Khwaja Jiran,town,36.0419725,69.2488819,
4401188059,Sangborran;Sangburan;Sangboran,village,35.678787,69.323272,
4401188060,Sayad-e Bala,village,35.686437,69.311349,
4401188061,Tay-e Pazhak,village,35.6954923,69.333933,
4401197005,Batob,village,36.230045,69.158096,
4401197007,Burkah,town,36.2237253,69.1526656,
4401258118,Nahrin,town,36.064904,69.13343,
4404041559,Rashkai,village,34.19,72.319167,
4404041560,Tarakai,village,34.188611,72.325556,
4404090584,Bandi,village,32.831876,70.420937,
4404090585,Janat Mīr,village,32.826461,70.443613,
4404090586,Malik Shāhi,village,32.824869,70.431001,
4404090587,Niazai,village,32.822449,70.441128,
4404090588,Shkari,village,32.821047,70.44495,
4404984712,Dandot RS,village,32.6391598,72.9766492,
4405125556,Choran,village,32.5974749,72.9529564,1900
4406354304,Dohday,village,32.8447835,74.1897177,
4406354305,Malki,village,32.8519394,74.2003212,
4406354667,Ghural,village,32.8029671,74.222208,
4406354668,Khokhar,village,32.8152668,74.2235813,
4406354669,Mall,village,32.8334427,74.2251263,
4406354670,Gharera,village,32.828827,74.1995487,
4406356667,Koankh,village,32.7899803,74.2125091,
4406358421,khatana,village,32.7918563,74.26478,
4406358422,Kharian Khurd,village,32.7795894,74.2747364,
4406521415,Dheenda Khurd,village,32.758688,74.2379184,
4406521500,Dheenda Kalan,village,32.7663749,74.2386919,
4409030780,Baharwal,village,32.8291291,74.2461037,
4409030781,Ahi,village,32.8493572,74.239366,
4409030782,Hazari,village,32.8551976,74.2294096,
4409657121,Chohan,village,32.8235543,74.2645426,
4409668343,Berian,village,32.7539617,74.2343406,
4409668344,Tibbe,village,32.7591949,74.2096106,
4409668345,Dedarrh,village,32.7434583,74.2319803,
4409907318,Babu Khel,village,32.784856,69.082436,
4409907319,Lanji Khel-e Shamali,village,32.800262,69.10508,
4409907321,Sarobi,village,32.796936,69.097038,
4409907322,Sarwan Khel,village,32.789622,69.094877,
4410026621,Urgun,town,32.941138,69.1800241,
4410227170,Khan Zaman Kelay,village,32.820049,69.115395,
4410580956,Shaheedanwali,village,32.6130689,73.5315642,
4411147120,Ahmadkhel,village,34.000486,69.856699,
4411147121,Bar Belawut,village,33.994666,69.805955,
4411147122,Bayan Khel;Bian Khel;Bayan Kheyl;Bayati Khel,village,33.958905,69.761411,
4411147123,Dre Kholeh,village,34.029513,69.618889,
4411147124,Dukanha-ye Sayyid Khel,village,33.352432,69.489189,
4411147125,Dzadrano Kalay,village,33.977116,69.818282,
4411147126,Ghorke Kholeh,village,33.368195,69.471184,
4411147127,Ghunjay Ahammadkhel,village,33.958527,69.753258,
4411147128,Gol Ghundey,village,33.989908,69.850201,
4411147130,Kharshatal,village,33.991952,69.771101,
4411147131,Khoji Kheyl,village,33.953056,69.746574,
4411147132,Kuz Bilah Wut,village,33.984016,69.800484,
4411147133,Kuz `Ali-Sangi,village,33.969166,69.773979,
4411147134,Lar Lewanai,village,33.960598,69.784904,
4411147135,Mirkheyl,village,34.001404,69.835983,
4411147136,Patlah,village,33.98873,69.796621,
4411147138,Sergal,village,34.002386,69.841109,
4411147139,Sharif Kili,village,33.966755,69.80439,
4411147142,Sursorang,village,33.94299,69.778802,
4411147143,Wazay,village,33.3676066,69.4345084,
4411278113,Shavak,town,33.4336268,69.3773009,
4411404183,Darza Kheyl,village,33.787995,69.816887,
4411404184,Hesarak-e Bala,village,33.800838,69.78685,
4411404185,Hisarak-e Pa'in,village,33.795993,69.821415,
4411404186,Lmarkhel,village,33.691111,69.746944,
4411423604,Bar Kowtkay,village,33.923883,69.702526,
4411423605,Brakatkhan Kalay,village,33.93045,69.699036,
4411423607,Jani Khel-e Mangal,village,33.656406,69.7773433,
4411423608,Katah Mangyar,village,33.81872,69.787274,
4411423609,Khibay,village,33.659794,69.756676,
4411423610,Nawabad,village,33.97567,69.832596,
4411447348,Mari Kheyl,village,33.719402,69.919472,
4411447349,Torikhel,village,33.720297,69.909913,
4411592558,Barah Shegah,village,33.942802,69.688515,
4411592560,Dre Khole,village,34.015058,69.648246,
4411592562,Hasan Algadah,village,34.011221,69.633536,
4411592563,Kuzah Shegah,village,33.935143,69.694283,
4411592564,Menakheyl,village,33.98061,69.664841,
4411592565,Ruqyan,village,33.9849011,69.6531924,
4411592566,Serni Kheyl,village,33.952282,69.678307,
4411592567,Shah Mohammad Kalay,village,33.95126,69.685104,
4411592568,Shegah,village,33.941307,69.691093,
4411592569,Tsaperai,village,34.004635,69.647105,
4411704240,Giyan Khelo Kot,village,33.2065694,69.5171276,
4411704241,Khargoray,village,33.2011922,69.4871069,
4411704242,Saskhel,village,33.369431,69.913826,
4411704243,Shayr Wali,village,33.2007245,69.5098029,
4411704245,Walay,village,33.202726,69.508988,
4411704246,Wargha,village,33.365337,69.900925,
4411704247,Zandar Garay,village,33.20916,69.527081,
4411839541,Ayitay,village,33.27657,69.602391,
4411839542,Gayankheylo Kot,village,33.2749553,69.5905155,
4411839543,Ragay,village,33.218141,69.540085,
4411839544,Shadal,village,33.2480693,69.5724321,
4411839545,Sowrwakay,village,33.263066,69.589054,
4411839546,Tarimkhankot,village,33.216415,69.536267,
4411839547,Zindah Tizhah,village,33.233003,69.554252,
4411883140,Korgay,village,33.285,69.578889,
4411883141,Landar,village,33.340843,70.214946,
4411883142,Shamal,town,33.305514,69.553834,
4411913451,Sekhamir Kalay,town,33.287443,69.912834,
4411925191,Nai Abadi,hamlet,32.3231078,73.7855406,
4412690913,Nadir Shah Kot,town,33.306572,69.693806,
4412708952,Alu Khel,village,33.348149,69.529865,
4412708953,Haram Kotah,village,33.338981,69.541558,
4412708954,Kamal Kote,village,33.311442,69.54777,
4412708955,Khwajah Kot,village,33.351901,69.512144,
4412708957,Sawaykot,village,33.326711,69.542503,
4412708958,`Ala'uddin,village,33.313492,69.54361,
4412821802,Kharkay,village,33.501643,69.733174,
4412821803,Khost Melah,village,33.5150446,69.6768938,
4412821805,Tsaperi,village,33.504726,69.757797,
4412905935,Kumbaray,village,33.485744,69.773361,
4412905936,Mahdi Kheyl,village,33.36821,70.014028,
4412905937,Mirghah,village,33.464294,69.825027,
4412905939,Patak,village,33.433343,69.8616845,
4412905940,Porika,village,33.45599,69.82756,
4412905941,Surah Kelay,village,33.498379,69.763313,
4412905942,Towrgal,village,33.476204,69.797173,
4412940432,Tere Zayi,town,33.436204,70.067109,
4412947870,Baday,village,33.505597,70.031311,
4412947872,Bak,village,33.532325,70.0241221,
4412947873,Kotolay Kala,village,33.500427,70.046447,
4412947874,Sal Kelay,village,33.516223,70.049251,
4412980086,Atakhel,village,33.63013,70.124395,
4412980087,Jaji Maidan,village,33.6265126,70.1343624,
4412980289,Kochakan,village,33.628939,70.116667,
4412980290,Maidan Qala,village,33.635842,70.122509,
4412980291,Moghulkhel,village,33.622941,70.121292,
4414907000,Chehr Gali,village,34.024464,73.2687464,
4414914658,Sajikot,village,34.0038231,73.2716647,
4414953571,Havelian village,village,34.0562471,73.1728736,
4415325512,Rumbak,hamlet,34.0545153,77.4315977,
4415325513,Yurutse,hamlet,34.0431893,77.4016784,
4415759909,Kuthyala Syedan,village,32.5903998,73.4621685,
4416172495,Akbarkhel,village,34.179253,69.664993,
4416172497,Babar,village,34.165415,69.632099,
4416172499,Kachwal,village,34.158367,69.623385,
4416172500,Salim Khel,village,34.164605,69.619887,
4416172502,Sur Kats,village,34.170643,69.637665,
4416200357,Barah Chow Atrah,village,34.182289,69.697472,
4416200359,Khushalkhel,village,34.1621341,69.6265518,
4416200361,Kuza Chawatra,village,34.1806442,69.71254,
4416200362,Mollayan,village,34.171719,69.728874,
4416204776,Khoshi,town,34.0095938,69.2060422,
4416204778,Mohammad Agha,town,34.2153819,69.0971959,
4416378479,Altamur,village,33.802982,69.093147,
4416378484,Khwajaangur,village,33.698471,69.034889,
4416512616,Kalahgay,village,34.229626,69.973946,
4416512617,Kalikhel,village,34.235054,69.974994,
4416512618,Kaza,town,34.240875,70.182738,
4416512620,Mergatkhail,village,34.23032,69.989639,10000
4416588722,Amgah Paanch Peer,village,32.9600666,74.2606329,25000
4416628503,Amlah,village,34.632408,70.597115,
4416628505,Darreh-ye Nur,village,34.623817,70.603477,
4417295790,Lalpur,town,34.239163,71.045452,
4417298056,Nadir Shah Kot,town,34.243477,70.728546,
4417580999,Dur Baba,village,34.039708,70.92999,
4417581002,Sur Kalay,village,34.03522,70.92548,
4417609503,Deh Bala,village,34.093357,70.471779,
4417609504,Haskah Menah,village,34.116985,70.461125,
4417651916,Achin,town,34.082481,70.668152,
4417661453,Serabad,village,34.233134,71.027624,
4417726200,Nurgal,village,34.613406,70.764975,
4417804913,Khas Konar,village,34.647505,70.901598,
4417813138,Sarkani,town,34.790227,71.10962,
4417816409,Marawara,town,34.891018,71.181298,
4417832779,Chowkey,village,34.692459,70.92688,
4417845535,Kuz Narang,village,34.748202,71.023512,
4417925231,Chapah Darah,village,34.951132,70.7799093,
4417939985,Manogay,village,34.9849119,70.9042379,
4417949394,Watahpur,town,34.919136,71.098633,
4417972148,Kharbosa,village,32.8750424,74.2458194,
4418439930,Karburi,town,34.965974,71.274601,
4418455317,Asmar,town,35.033328,71.358087,
4418459910,Dangam,village,34.992492,71.419355,
4418461913,Ghaziabad,town,35.1463584,71.3910335,
4418462479,Nari,town,35.219953,71.522838,
4418479121,Parun,town,35.420644,70.922612,
4418763870,Ghunday,village,34.649303,70.187538,
4418763871,Kharot,village,34.654137,70.179359,
4418782741,Dowlat Shah,town,34.950397,70.071017,
4418836931,Jugi,village,34.633686,70.231148,
4418884207,Lalkhanabad,town,34.547047,70.244423,
4419075500,Chashmah-ye Allah Dad,village,35.154019,69.302898,
4419075502,Kohneh Deh;Kuhnadeh;Kuhnah Deh,village,35.157461,69.296893,
4419075503,Namazjay,village,35.153755,69.296957,
4419114724,Hajjikheyl,town,35.109218,69.433412,
4419137594,Tagab,town,34.855007,69.64917,
4419142053,Alasay,town,34.8957758,69.7190158,
4419177979,Anjiran,village,34.691526,69.71772,
4419177980,چینه,village,34.680408,69.702293,
4419177981,Gado China,village,34.686035,69.679637,
4419177982,Kam Shinkay,village,34.677519,69.69002,
4419197635,Arawu,village,34.792725,69.900511,
4419197636,Bezkheyl,village,34.741154,69.860393,
4419197637,Bozakhel,village,34.785086,69.896784,
4419197638,Bushti,village,34.78312,69.904821,
4419197639,Dak Kala,village,34.743782,69.874115,
4419197640,Gwan,village,34.726682,69.73266,
4419197641,Koti,village,34.7571195,69.869841,
4419197642,Lakarlam,village,34.80758,69.899471,
4419197643,Lewaniyan,village,34.749457,69.863478,
4419197644,Qal`ah-ye Kalan,village,34.7631455,69.8738631,
4419197646,Srah Qal`ah,village,34.779292,69.889633,
4419197647,Yarkanay,village,34.744533,69.848481,
4419268762,Chashmah-ye Masti,village,34.637836,69.832448,
4421122588,Anghapur,village,34.4971216,72.3979888,
4421993096,Bhoi Ghar,village,33.8337696,72.8086008,
4422026220,Shah Morad Kheyl,village,35.078226,69.235023,
4422081391,Belandi,village,35.08384,69.129999,
4422108498,Anarzar,village,35.158996,69.194858,
4422108499,Awdak,village,35.162447,69.146638,
4422108500,Baba Mardan,village,35.176131,69.222218,
4422108501,Bagh-e Lala,village,35.152227,69.221098,
4422108502,Darrah Horati;Darrahe Horati;Darreh-ye Howrati;Darah-ye Horati,village,35.160907,69.171995,
4422108503,Deh-e Horati,village,35.171144,69.196107,
4422108504,Gardanah-ye Qal`ah,village,35.147094,69.220924,
4422108505,Gilkanah,village,35.158826,69.163807,
4422108506,Hangara,village,35.179219,69.177468,
4422108507,Lalma,village,35.150051,69.208373,
4422108508,Lalmisawzak,village,35.136441,69.172015,
4422108509,Nawtut,village,35.163651,69.158286,
4422108510,Nowbareh,village,35.157545,69.18021,
4422108511,Shaghalkunda,village,35.145521,69.155773,
4422108512,Sumt-e Shah Mir,village,35.162529,69.218871,
4422108513,Taghma,village,35.177811,69.21493,
4422108514,Takht-e Mirgol,village,35.183182,69.144868,
4422108515,Toghak,village,35.14188,69.160695,
4422108516,Totumzar,village,35.154479,69.202795,
4422137799,Bagram,village,34.966944,69.265,
4422137800,Bakhshi Khel,village,34.965366,69.262611,
4422137801,Ja`far Khel,village,34.968544,69.256065,
4422137802,Nawdeh,village,34.96267,69.253799,
4422137803,Nayeb Kheyl,village,34.966477,69.249255,
4422137804,Qarah Chah,village,34.995583,69.318306,
4422143556,Gujur Khel,village,34.977165,69.269501,
4422283516,Qarabagh,town,34.842947,69.151879,
4422289806,Istalef,village,34.832676,69.077557,
4422289807,Istalif,village,34.842127,69.101377,
4422299607,Deh Now-ye Farzah,town,34.788955,69.041353,
4422299610,Qala-i-Karim,village,34.7930114,69.0410593,
4422319574,Mir Bachah Kot,town,34.749991,69.118987,
4422323453,Kalakan,town,34.783706,69.150012,
4422385169,Khake Jabar,town,34.364075,69.39493,
4422403669,Bagrami,town,34.4938494,69.2757331,
4427335722,Asghar Colony,village,32.1377996,74.1961128,
4427335728,Siddique Colony,village,32.1362552,74.1994602,
4429039871,Pathar Ghar,village,33.7843815,72.6776457,
4429966030,Dobian,village,34.1581625,72.231564,21945
4437219031,Mulhal Mughlan,village,33.0024664,73.1488591,
4437358974,Murid,village,32.9121367,72.7546365,
4439806239,Boyun,village,35.4766552,72.6036641,
4439807793,Shahu,village,35.5055456,72.6063621,
4439807794,Gorkin Bala,village,35.5154993,72.6205729,
4439818938,Kass,hamlet,35.490354,72.4763235,
4439818999,Jamra,village,35.5027183,72.4284755,
4439819001,Gabral,village,35.5162991,72.4203822,
4439819002,Khu,village,35.542963,72.4127856,
4439819004,Karen,village,35.5710105,72.4231457,
4441538441,Ibrahimzai,village,33.5547594,71.1509964,
4449931527,Dhoke Awan,village,33.6933374,72.6936615,
4470189062,Hassar,village,33.7362872,72.6868065,
4470189063,Dhoke Gujran,village,33.7473953,72.6954247,
4470888807,Multi Residencia & Orchards,village,33.7242733,72.7047412,
4470893590,Darweshke,village,32.2732675,74.3604344,
4471996350,Lakhwal,village,33.6988827,73.1435055,
4471996351,Bani Gala,village,33.7100588,73.1535951,
4472310009,Wah Village,village,33.7982025,72.6953302,
4472325351,Asif Abad,village,33.7824624,72.7166804,
4472325354,Munir Abad,village,33.7895514,72.7179148,
4472335155,Ghazi Pur Colony,village,33.7778431,72.7130326,
4472354107,Wah Model Town phase 1,village,33.7640844,72.7318421,
4472354108,Wah Model Town phase 2,village,33.7669818,72.728448,
4472369904,Wah Model Town,village,33.8354429,72.6430035,
4483260240,Kohistan Enclave,village,33.768807,72.7187188,
4483260242,Sadat Colony,village,33.7741269,72.718759,
