latitude,longitude,area_km2
36.32183326506048,74.85702198190165,3.93064938235
36.87936030749258,73.70412691542481,2.65352383804
35.23008246746566,75.63054642554606,2.2134785607599996
35.99441425602487,72.61268886431793,2.02433406849
35.91196825878993,72.33440196056385,1.6181839709699999
34.99102589573781,75.23636950972455,1.27767632562
36.078366141652154,72.5355194128665,1.12913004452
36.644066715002616,73.64614996031855,1.06236902818
35.94423359761439,72.59433924024296,1.02627603874
35.0817962806663,73.92884111383685,0.950687387171
34.828994407402185,74.06189099068479,0.9505220978009999
35.86461531971339,73.74548554801208,0.870225556364
36.11990939441969,71.20751213609277,0.847915729809
35.36733780386922,72.34594043361005,0.7594690049280001
34.91927913077993,74.52164060371473,0.75496575321
34.66612349485322,75.17942178678103,0.737230102596
35.945075973111706,73.36477584981316,0.671743611246
34.69649681330133,75.13706676530413,0.6318467357890001
35.06477630119809,73.73797837880394,0.6082041718419999
36.15784358487003,71.77290239787553,0.596581510011
35.30005666657972,72.23330840818907,0.567737187783
35.799474934431366,72.19410652234099,0.547302269652
35.31918397411277,72.32300927341254,0.523416602234
34.84501715462898,74.80872037632845,0.477171417365
35.42223617319671,72.51398762801023,0.475528098495
34.87685378656301,73.69427016626159,0.472248522583
35.418999977781944,72.43303349889429,0.449281429836
35.882438040832156,73.76280493632713,0.426740085309
35.798773982575,72.92076161812055,0.395546368551
35.72082333156221,76.37281332861147,0.389057877798
35.94563583251568,73.29072277469682,0.371760635683
35.08799865311936,73.29164085614104,0.36375752632
35.05291047801399,74.82736756610363,0.315539571703
34.986720312104474,76.21092089095767,0.313206397863
35.87991915165005,73.57631309535972,0.304415867228
34.670957002371956,76.75761964848351,0.303477681666
35.17094014361335,76.20519607268275,0.301092331218
35.01785774261376,74.09028865470769,0.300895351726
35.017816701114654,74.09028527169714,0.30072984432899996
34.962238085645964,74.10030031735593,0.30004256666
35.645805224908486,72.5121089723192,0.299158122125
36.26471715997808,73.95456962264015,0.297327356458
35.972219495040804,73.91077178762916,0.29415063885
35.082015317439776,74.9612253995973,0.287427968305
36.08009100269492,73.64579542084819,0.284196472173
35.62388841648371,72.79816642257607,0.28265799380400003
35.855682920009144,73.77480960518129,0.28166343593300003
35.32121323404797,72.29234592949147,0.280539720998
35.73827051186583,73.2553621405239,0.278113338291
35.824974380868916,73.21112875256433,0.27124036081799996
36.43938575552511,75.68572522368012,0.267906375725
35.32254759428394,72.46972024458987,0.266091367196
35.635890313288115,72.29681282334143,0.26590707664400004
35.67523420767146,73.34399490666942,0.258752591001
34.946712176822565,75.76240868598256,0.25344713008
34.946542378498684,75.59206219692821,0.252931783127
35.72999206499625,73.2154346207232,0.25109495341
34.908188622573896,74.68016039840022,0.248067301397
36.0106948185827,73.55734988467782,0.247829314469
35.90591286894609,73.15447638665485,0.246459210126
35.09214823124933,76.25223103763658,0.245601412432
34.839399049575505,74.76112387372345,0.244955786233
34.8242715186736,75.38244551551723,0.235989964754
35.833541259610136,72.64258862575414,0.233739626863
35.61268075246038,72.82729240450212,0.231290021126
36.128688673486856,73.50476817047767,0.22917055698
35.21728348833975,72.37530552810306,0.21946513396800002
35.92015994506093,73.06385053988174,0.219462766659
36.263389137780514,73.04732704862691,0.21941099584600002
35.78218205267051,73.57153719022803,0.2178603539
34.84895855605866,74.52268360827557,0.2172923846
35.09639990671587,76.23366411101816,0.217050578849
35.65272553866234,73.26530644721291,0.214031448795
35.65191206949538,73.3571466121595,0.212191069052
36.10825798047472,73.46432635140253,0.211271690313
34.68356332329532,75.14044082000812,0.210102899447
34.857496958538555,74.07676326029618,0.206074467866
35.61133006189036,73.18446923431193,0.20512401531899999
34.830445923521935,73.98455231477801,0.204847204112
34.87789002352517,75.87048818514664,0.20447490424599998
35.77158094230227,72.16398727748624,0.204421874234
35.962261733768116,73.39702235012703,0.204127198158
35.362834518324,72.51604513850512,0.203343151148
35.851859198140446,73.87687006973779,0.202198373642
35.44651802946483,75.44619762252042,0.201014506843
35.86887868301402,72.93936380208686,0.199291436679
34.947933563962856,74.13842658198038,0.19813687113700001
36.116438940539176,73.42283661757487,0.198116068483
35.132403408663095,75.32122844822963,0.197876597884
34.926238198700645,74.1555705973439,0.196994663746
36.038601651750646,73.5917770305718,0.193234097114
35.263451863824336,75.19349000042625,0.191462157213
35.728546757736716,72.240706143082,0.191045982719
35.93921652104674,73.98506955811267,0.18968596452800002
35.78081804136641,72.17571474225424,0.187984668284
35.2470600493277,73.79930404086024,0.187438557343
35.4337276910426,72.45195909046362,0.18612971173
34.89299372808072,75.71242251226695,0.185004180526
35.399651499462756,72.37714929718132,0.184305767497
34.90182139689979,74.04843800541951,0.18358703193
35.60258833113529,72.59828938689186,0.183271764887
36.88551071853507,73.42822874276655,0.18264774883999998
35.90449693369531,73.56801906634762,0.181979607853
35.351652324406054,72.50966379341055,0.18142488070899998
34.9864860093696,75.55341300430995,0.181243721375
36.145361884233374,73.63911074993008,0.177059567152
35.81720451654688,74.0830480014351,0.17673554298299998
35.345865429040764,72.53603361590673,0.17605476731699998
35.95699101444682,73.28433441827562,0.175181904886
34.87271002129494,75.71575628549398,0.17482599588800002
36.23918134251508,74.08417699693602,0.174615713724
35.60815689649529,72.23462906592512,0.170583533689
34.80736986973544,75.5442020532763,0.169901057935
35.84807413215987,73.0613292264443,0.168401272504
35.77525104376091,72.93458951989518,0.16836354945300003
35.39954039875029,74.67515643697558,0.16699831915
36.06875818843783,72.74532941168877,0.164378874141
35.70703099212616,74.24304315525002,0.16407359041
36.6423501648874,73.40619887945444,0.163888140691
35.055665320262264,76.2611547306019,0.16349949499
35.800551694175574,73.0842374348706,0.16342574665399998
35.820624030945034,72.94476949797507,0.16308308515699999
35.28757224400105,72.2630670202639,0.161762818359
35.868048372210204,73.9284709472901,0.16063137070800002
35.119008422264564,75.2281654051747,0.160543628443
36.35075121017309,73.51364414065083,0.159999639689
34.91935623253565,75.18874182759926,0.159779290845
35.71438768822741,73.16594095281873,0.15926420666600002
34.813329959608005,76.5171779674081,0.159133571957
34.95910662328768,74.05816157350571,0.157880167281
36.18071720843409,71.79971964267328,0.157124723214
35.85840250630097,73.8691302937274,0.156570193007
35.643633091565,73.35231352727276,0.155975932338
35.33792281541695,73.52369906713344,0.155443872048
35.90586674774236,73.92106883028985,0.154853269368
35.33193295621189,72.49673110579613,0.153479228408
35.96220219467977,74.01876438896629,0.153051927643
35.8171249884243,74.08299087737213,0.15290552873399998
35.234027270918396,73.63543399416004,0.152889996112
35.62532577664482,72.23237892587478,0.151146337241
36.41182822500624,72.90058850308625,0.148996008229
35.71399165731102,71.53233097548824,0.148855459324
35.812649401807725,72.99556358627378,0.14794103178300003
35.38428150169292,72.33183752249323,0.14770624832
35.35699847058847,72.51485127967207,0.147460459113
34.761844487735154,76.46845887587583,0.147360715329
35.09894255466789,74.09747240429128,0.14647219425900002
34.92037688987825,75.17717417917814,0.1462530316
35.330114292904355,74.78566510552179,0.144879732712
34.90873111451952,74.0256290614099,0.144770351886
34.92366642377949,75.59856632964554,0.144411215849
35.81709046240727,73.29721390126305,0.144087817236
36.86787277966649,73.6729417341111,0.143538912616
35.8553803330246,72.98023565850387,0.143185438991
34.92174310099675,75.24978356363142,0.142811343144
34.96476304631635,75.54514661748715,0.142460276693
34.97202857982095,75.05052523027337,0.142059178331
35.7033345763363,74.41030135526614,0.14202297967299998
34.88280740913927,75.67977810354307,0.141599874757
35.18233862834378,75.422434400929,0.141487800665
34.85872432751126,75.941724547679,0.139366641071
35.33160589596714,73.54042731059563,0.139099959756
36.08581991924009,73.46037327202204,0.138361521071
35.3314360252213,72.32269260108754,0.13825012738200002
35.31438723475864,72.3767215044049,0.13823513842000001
35.0196307775802,73.80679916421681,0.137911332704
35.68627449815883,74.22977957279122,0.137828738351
35.664078398997376,72.5839955281866,0.13752135930700002
34.810443168446696,76.50203475832672,0.137126252935
34.49118072870207,75.64901573896944,0.13695650131
35.511123841071075,72.13958071063635,0.136788376423
