sample_id,area,longitude,latitude,is_top200,temperature,rainfall,label,elevation,distance_to_nearest_settlement_km,annual_area_change_km2_per_year,growth_data_available,label_source,matched_event_id,matched_event_name,match_distance_km,matched_reference_row,label_method,label_provenance_status,geographic_group_025deg
981,0.058933922,73.07818966,35.69278234,0,4.27,1.28,0,4525,25.698759735579,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,12.315434748064916,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
982,0.037656457,73.06452895,35.70835185,0,4.27,1.28,0,4526,27.43579722674716,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,14.146281396434091,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
983,0.056921787,73.07928426,35.72286908,0,4.27,1.28,0,3749,28.90707007261518,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,13.809893612885574,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
984,0.005806221,73.07423481,35.69955162,0,4.27,1.28,0,4650,26.52084462473349,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,12.936361951730229,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
985,0.004289461,73.05840711,35.71749318,0,4.27,1.28,0,4596,28.223160695336706,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,15.105647778840614,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
986,0.011633925,73.09810458,35.68528756,0,4.27,1.28,0,4601,24.451145208029462,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,10.334031553845495,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
987,0.066443967,73.1028616,35.68147982,0,4.27,1.28,0,4663,23.94788438597141,0.0006299999999999,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,9.783962436515962,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
988,0.027065566,73.14152326,35.70891388,0,4.27,1.28,0,4549,26.54523360905132,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,8.519793249299962,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
989,0.013535582,73.13959876,35.7044313,0,4.27,1.28,0,4436,26.056656254567592,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,8.281207446351234,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
990,0.159264207,73.16594095,35.71438769,1,4.27,1.28,0,3946,26.749434349207657,0.00282,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,7.760474154222753,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
991,0.013588863,73.15400735,35.71788082,0,4.27,1.28,0,3995,27.51107090144541,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,8.630655740803645,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
992,0.097864471,73.18007375,35.72777195,0,4.27,1.28,0,4474,26.64446076839177,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,8.697447476780852,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
993,0.251094953,73.21543462,35.72999206,1,4.27,1.28,0,3972,23.817504096577466,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,8.707461684450255,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
994,0.079782981,73.1530326,35.65832114,0,4.27,1.28,1,3661,20.88940323058908,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,Unnamed,4.731482055527093,45,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
995,0.005400056,73.15605499,35.66439412,0,4.27,1.28,1,3683,21.563106139557465,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,Unnamed,4.614947913104689,45,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
996,0.021795125,73.18769099,35.65792923,0,4.27,1.28,1,3914,20.36350343868428,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,Unnamed,1.675226265158991,45,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
997,0.00893692,73.18521799,35.66232367,0,4.27,1.28,1,4129,20.89470711804569,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,Unnamed,2.1036583947268928,45,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
998,0.011837875,73.1881399,35.66281697,0,4.27,1.28,1,4096,20.798036956940287,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,Unnamed,1.920910091249584,45,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
999,0.010330888,73.18576571,35.6159987,0,4.27,1.28,1,4194,16.406138958780865,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,Unnamed,4.347563568170675,45,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1000,0.014350627,73.18422781,35.61962287,0,4.27,1.28,1,4193,16.781910986245453,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,Unnamed,4.043211586858562,45,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1001,0.002133797,73.18550782,35.62034506,0,4.27,1.28,1,4200,16.879277855010965,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,Unnamed,3.919381701228453,45,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1002,0.009616149,73.00630784,35.79838144,0,-2.53,0.76,0,4543,35.56718823791866,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,24.20715659237928,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1003,0.031845589,73.02868189,35.81206765,0,-2.53,0.76,0,4397,37.86529415906507,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,23.853729832037732,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1004,0.025380047,73.03374916,35.81158728,0,-2.53,0.76,0,4359,37.88646858808808,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,23.510026500111085,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1005,0.003630941,73.0354917,35.80361332,0,-2.53,0.76,0,4230,37.03996374105384,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,22.745203282580412,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1006,0.077834679,73.03192049,35.80416722,0,-2.53,0.76,0,4224,37.04543360578244,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,23.00893555401986,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1007,0.033834501,73.02941574,35.79930258,0,-2.53,0.76,0,4401,36.47461862411295,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,22.77341160550837,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1008,0.02308676,73.03886559,35.80711592,0,-2.53,0.76,0,4197,37.47757468818172,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,22.832158846266108,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1009,0.030187615,72.97981434,35.80938741,0,-2.53,0.76,0,4254,34.460328963289264,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,26.81205619393112,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1010,0.055633603,72.98458867,35.81820731,0,-2.53,0.76,0,4569,35.42808367698144,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,27.14017350928337,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1011,0.015001872,73.0020913,35.82112837,0,-2.53,0.76,0,4786,36.83671327106312,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,26.23136593019549,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1012,0.014839626,73.00702552,35.81867125,0,-2.53,0.76,0,4744,37.00478396223896,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,25.72495418774494,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1013,0.052625649,73.02221212,35.82570118,0,-2.53,0.76,0,4478,38.178494777393375,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,25.37631379977729,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1014,0.147941032,72.99556359,35.8126494,1,-2.53,0.76,0,4499,35.78112707653044,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,25.994139632353736,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1015,0.104395241,72.98158314,35.82645544,0,-2.53,0.76,0,4780,35.8403705928644,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,27.96498353832703,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1016,0.006009575,72.97020551,35.82323675,0,-2.53,0.76,0,4533,34.84643186615595,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,28.47746916475185,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1017,0.004669996,72.97966356,35.75754973,0,-2.53,0.76,0,4306,31.012110802218263,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,23.4929015474811,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1018,0.106956224,72.9735136,35.75878277,0,-2.53,0.76,0,4387,30.620194352186093,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,24.043967373240235,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1019,0.043442291,72.94565063,35.75510414,0,-2.53,0.76,0,4086,28.31200023540112,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,26.08647367256032,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1020,0.046945083,72.94107647,35.7600091,0,-2.53,0.76,0,4081,28.299062090739127,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,26.698281564945198,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1021,0.015415628,72.94757488,35.7634439,0,-2.53,0.76,0,4548,28.997449560302403,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,26.350320257938098,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1022,0.0366527,72.98634725,35.76477296,0,-2.53,0.76,0,4009,31.9539284618112,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,23.388528385157212,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1023,0.009174194,72.95931113,35.77386911,0,-2.53,0.76,0,4394,30.540311385436475,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,25.9984498370161,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1024,0.032358586,72.96478707,35.77637813,0,-2.53,0.76,0,4229,31.10259272236116,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,25.72449671640233,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1025,0.005044218,72.9499833,35.78751318,0,-2.53,0.76,0,4378,30.834929250352825,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,27.518335932932075,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_291
1026,0.00083325,73.02514796,35.8323859,0,-2.53,0.76,0,4539,37.49606073714749,0.00018,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,25.775504575900293,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1027,0.013391469,73.02323596,35.83489392,0,-2.53,0.76,0,4534,37.22944763208614,0.00018,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,26.10043781170553,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1028,0.002511696,73.02426457,35.83534593,0,-2.53,0.76,0,4537,37.19048769358989,0.00018,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,26.08109340379804,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1029,0.013342683,73.03353413,35.83888729,0,-2.53,0.76,0,4641,36.63840183825198,5.999999999999998e-05,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,25.506975084482495,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1030,0.007645634,73.03645223,35.83780102,0,-2.53,0.76,0,4578,36.70836022308348,5.999999999999998e-05,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,25.45589656041874,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1031,0.038578048,73.04305162,35.83293805,0,-2.53,0.76,0,4416,37.13837765370676,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,24.836382659737364,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1032,0.010626518,73.04248044,35.82925187,0,-2.53,0.76,0,4413,37.5511693489387,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,24.538029612831554,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1033,0.013533062,73.09947754,35.77590736,0,-2.53,0.76,0,4267,34.34329073010403,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,16.723184111271397,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1034,0.019307817,73.09709987,35.78601475,0,-2.53,0.76,0,4533,35.48661019435092,5.999999999999998e-05,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,17.77327158957692,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1035,0.007747052,73.0959297,35.78737295,0,-2.53,0.76,0,4556,35.65185332623353,5.999999999999998e-05,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,17.957304123311175,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1036,0.058067229,73.11556061,35.78388387,0,-2.53,0.76,0,4221,34.56178186122107,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,16.70864678731618,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1037,0.014237551,73.11294798,35.79198902,0,-2.53,0.76,0,4520,35.198128435507044,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,17.61160941883096,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1038,0.000766096,73.11525464,35.79456236,0,-2.53,0.76,0,4547,35.156578749885824,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,17.767833677930167,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1039,0.083973084,73.12017152,35.79260997,0,-2.53,0.76,0,4515,34.66374451748482,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,17.37493098723359,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1040,0.092613911,73.1167265,35.79644196,0,-2.53,0.76,0,4562,35.14509740269039,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,17.89406594555658,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1041,0.001556299,73.07596381,35.78576419,0,-2.53,0.76,0,4352,35.79513266906401,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,18.866951985728697,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1042,0.004091928,73.0759227,35.7847237,0,-2.53,0.76,0,4347,35.682584812936106,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,18.778627777885287,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1043,0.015746669,73.07276703,35.78718273,0,-2.53,0.76,0,4236,36.00878503240876,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,19.169731954525943,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1044,0.062366759,73.07977157,35.78756218,0,-2.53,0.76,0,4381,35.92347218357391,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,18.815210192688582,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1045,0.006001126,73.09117074,35.80577413,0,-2.53,0.76,0,4341,37.66093426690618,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,19.91488616085631,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1046,0.017756828,73.09655378,35.80699635,0,-2.53,0.76,0,4415,37.30750352649847,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,19.78584015456552,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1047,0.005897063,73.09629882,35.80905474,0,-2.53,0.76,0,4411,37.44271252990023,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,19.995908741559255,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1048,0.043507673,73.09292381,35.81007122,0,-2.53,0.76,0,4395,37.76244558834313,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.245019543213534,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1049,0.035498493,73.07640985,35.80039132,0,-2.53,0.76,0,4219,37.38168641309864,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.144630442835116,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1050,0.024742313,73.17571428,35.73438223,0,4.27,1.28,0,4372,27.28893343738884,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,9.509468559292717,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1051,0.024299192,73.17145255,35.73458399,0,4.27,1.28,0,4329,27.652052472339022,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,9.64431967296086,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1052,0.004950419,73.17374235,35.73831833,0,4.27,1.28,0,4442,27.625892626761683,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,9.978601014439176,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1053,0.032020635,73.16393238,35.7420049,0,4.27,1.28,0,4444,28.60138875319516,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,10.646074890460119,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1054,0.01844361,73.17615964,35.74419161,0,4.27,1.28,0,4630,27.69722257944913,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,10.549890170540024,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1055,0.003985692,73.16357754,35.74578504,0,4.27,1.28,0,4523,28.802331219241204,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,11.05119715014466,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,142_292
1056,0.021021073,73.15035075,35.76471349,0,-2.53,0.76,0,4267,30.793470047253976,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,13.43822831237218,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1057,0.004636087,73.15510666,35.76967865,0,-2.53,0.76,0,4282,30.670919514061783,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,13.806461527420014,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1058,0.008248495,73.15716236,35.77065059,0,-2.53,0.76,0,4286,30.559743551223843,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,13.849570041198593,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1059,0.002646216,73.21018017,35.76874461,0,-2.53,0.76,0,4440,26.349800225661728,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,12.962375648450905,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1060,0.004362471,73.20958869,35.77560786,0,-2.53,0.76,0,4488,26.82119383568354,,0,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,13.721532228514493,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1061,0.015670948,73.20543916,35.78542032,0,-2.53,0.76,0,4495,27.75831258775481,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,14.80330661956328,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1062,0.01949147,73.20854584,35.78882987,0,-2.53,0.76,0,4393,27.75923766467177,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,15.18543981402837,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1063,0.018406758,73.21602454,35.7920797,0,-2.53,0.76,0,4197,27.44765435151562,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,15.575752972125501,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1064,0.033772608,73.20973028,35.80331348,0,-2.53,0.76,0,4142,28.67655759179722,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,16.794649629749046,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1065,0.008962482,73.19096735,35.79445344,0,-2.53,0.76,0,4568,29.40483453734928,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,15.854233800270999,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1066,0.04115754,73.18387598,35.81344173,0,-2.53,0.76,0,4249,31.195384224610137,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,18.01113252711626,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1067,0.012057569,73.15202112,35.80871814,0,-2.53,0.76,0,4538,33.185977915516034,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,18.029612310316406,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1068,0.003154207,73.15358179,35.80893366,0,-2.53,0.76,0,4541,33.08420646953685,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,18.01591023291587,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1069,0.022172992,73.16061001,35.81165499,0,-2.53,0.76,0,4464,32.74384906142116,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,18.15767723154997,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1070,0.00187185,73.13197759,35.8174685,0,-2.53,0.76,0,4448,35.226252539912124,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,19.502394548216024,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1071,0.021109084,73.13150353,35.82565433,0,-2.53,0.76,0,4430,34.79239034072277,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.37350703724456,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1072,0.011842574,73.13757259,35.81918489,0,-2.53,0.76,0,4497,34.92057706926016,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,19.518389092314898,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1073,0.017461734,73.13682587,35.83049315,0,-2.53,0.76,0,4519,34.07745209098442,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.73427870139734,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1074,0.037868027,73.13150851,35.83052207,0,-2.53,0.76,0,4487,34.346941258449284,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.88481740204432,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1075,0.010463509,73.12260656,35.83410411,0,-2.53,0.76,0,4502,34.49106720641896,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,21.52644484408659,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1076,0.020946057,73.12982966,35.84029697,0,-2.53,0.76,0,4693,33.55064184810085,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,21.559535610354388,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1077,0.0384874,73.16255599,35.84215322,0,-2.53,0.76,0,4652,31.72222415387091,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.731033166997452,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1078,0.07126667,73.16429737,35.83181923,0,-2.53,0.76,0,4467,32.62031928129648,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.283437058729618,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1079,0.003103287,73.18181907,35.83683865,0,-2.53,0.76,0,4519,31.349853152535424,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.612528014830918,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1080,0.005178042,73.1939834,35.83862097,0,-2.53,0.76,0,4518,30.65888861510937,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.728766416857972,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
1081,0.004345232,73.19489374,35.84039748,0,-2.53,0.76,0,4520,30.44571131105681,0.0,1,pakistan_hazardous_lakes_unique.csv (upstream provenance unverified),,,20.705240598176708,,WGS84 geodesic distance to nearest reference coordinate <= 5 km,experimental_proxy_unverified,143_292
