lake_id,observed_at,area_km2,cloud_percentage,clear_fraction,quality_status,source_image_id,water_index,source,is_mock,rejection_reason,ingested_at
PKGL-04917,2026-06-30T05:49:07.085000+00:00,0.0032020753489935276,8.452,0.9155,RELIABLE,20260630T053639_20260630T054811_T43SEV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T06:50:44.063984+00:00
PKGL-05131,2026-07-30T05:49:10.081000+00:00,0.01681017005526564,8.046,0.9952,RELIABLE,20260730T053639_20260730T054730_T43SEV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T06:51:32.351134+00:00
PKGL-02710,2026-04-26T05:49:07.071000+00:00,0.003999456840356786,25.479,0.7452,RELIABLE,20260426T053641_20260426T054232_T43SFV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:13:12.364293+00:00
PKGL-07272,2026-07-10T05:49:23.123000+00:00,0.0012009708031266374,29.825,0.8392,RELIABLE,20260710T053639_20260710T054813_T43SEU,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:13:20.430153+00:00
PKGL-07782,2026-08-27T05:59:25.089000+00:00,,21.485,0.7985,REJECTED,20260827T054631_20260827T055705_T43SCU,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,no reliable water pixels,2026-09-01T07:13:40.513171+00:00
PKGL-02203,2026-07-10T05:49:05.267000+00:00,0.007198680436127832,23.416,0.8279,RELIABLE,20260710T053639_20260710T054813_T43SFV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:15:42.301806+00:00
PKGL-06130,2026-06-15T05:48:54.946000+00:00,0.0004001815668177322,21.389,0.7861,RELIABLE,20260615T053641_20260615T054814_T43SEA,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:16:59.006044+00:00
PKGL-01345,2026-08-27T05:59:10.698000+00:00,,10.54,1.0,REJECTED,20260827T054631_20260827T055705_T43SCV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,no reliable water pixels,2026-09-01T07:18:19.971289+00:00
PKGL-03396,2026-07-10T05:49:08.490000+00:00,0.00080048989707251,34.834,0.6517,RELIABLE,20260710T053639_20260710T054813_T43SEV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:19:38.114793+00:00
PKGL-01643,2026-08-27T05:59:10.698000+00:00,,90.107,0.0989,REJECTED,20260827T054631_20260827T055705_T43SCV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,insufficient clear pixels; cloud percentage above configured limit; no reliable water pixels,2026-09-01T07:22:03.203365+00:00
PKGL-04353,2026-06-25T05:49:09.027000+00:00,0.02201006830190327,25.438,0.7456,RELIABLE,20260625T053641_20260625T054856_T43SEV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:23:06.023635+00:00
PKGL-03854,2026-06-28T05:59:04.438000+00:00,0.0032019721963861244,14.979,1.0,RELIABLE,20260628T054641_20260628T055641_T43SEV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:23:51.635862+00:00
PKGL-06543,2026-05-29T05:59:06.192000+00:00,0.0004002229601399459,31.452,0.6855,RELIABLE,20260529T054631_20260529T055704_T43SDV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:24:14.695052+00:00
PKGL-03880,2026-05-09T05:59:05.894000+00:00,0.002801725628440116,29.351,0.7065,RELIABLE,20260509T054641_20260509T055711_T43SEV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:28:59.639307+00:00
PKGL-08006,2026-08-27T05:59:25.089000+00:00,,58.87,0.4113,REJECTED,20260827T054631_20260827T055705_T43SCU,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,insufficient clear pixels; cloud percentage above configured limit; no reliable water pixels,2026-09-01T07:30:11.643208+00:00
PKGL-05213,2026-07-10T05:49:08.490000+00:00,0.001600935109428264,31.473,0.9915,RELIABLE,20260710T053639_20260710T054813_T43SEV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:31:35.014172+00:00
PKGL-07981,2026-08-27T05:59:25.089000+00:00,,63.057,0.3694,REJECTED,20260827T054631_20260827T055705_T43SCU,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,insufficient clear pixels; cloud percentage above configured limit; no reliable water pixels,2026-09-01T07:33:02.641521+00:00
PKGL-01632,2026-08-27T05:59:10.698000+00:00,,71.387,0.2861,REJECTED,20260827T054631_20260827T055705_T43SCV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,insufficient clear pixels; cloud percentage above configured limit; no reliable water pixels,2026-09-01T07:33:44.325994+00:00
PKGL-03428,2026-06-15T05:49:09.374000+00:00,0.0012007354501576474,34.011,0.6599,RELIABLE,20260615T053641_20260615T054814_T43SEV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:35:06.820574+00:00
PKGL-00979,2026-08-27T05:59:10.698000+00:00,,28.193,0.7181,REJECTED,20260827T054631_20260827T055705_T43SCV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,no reliable water pixels,2026-09-01T07:35:35.096934+00:00
PKGL-00015,2026-07-18T05:59:24.961000+00:00,0.0004002816201783923,17.402,0.9255,RELIABLE,20260718T054641_20260718T055712_T43SDU,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-01T07:37:50.713930+00:00
PKGL-00995,2026-09-06T05:59:10.859000+00:00,0.03640132836312387,23.926,0.8276,RELIABLE,20260906T054631_20260906T055705_T43SCV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-08T18:58:30.830764+00:00
PKGL-00995,2026-09-11T05:59:10.209000+00:00,0.028401033717051313,25.097,0.8343,RELIABLE,20260911T054639_20260911T055820_T43SCV,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-19T06:28:47.146337+00:00
PKGL-00001,2026-09-11T05:59:20.759000+00:00,,51.518,0.4848,REJECTED,20260911T054639_20260911T055820_T43SDU,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,insufficient clear pixels; cloud percentage above configured limit; no reliable water pixels,2026-09-19T07:02:33.891475+00:00
PKGL-00002,2026-09-06T05:59:21.375000+00:00,0.03522598184864468,20.883,0.9025,RELIABLE,20260906T054631_20260906T055705_T43SDU,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-19T07:02:43.894432+00:00
PKGL-00003,2026-09-06T05:59:21.375000+00:00,0.2533858413015863,26.64,0.7336,RELIABLE,20260906T054631_20260906T055705_T43SDU,MNDWI,Sentinel-2 SR Harmonized / Google Earth Engine,0,,2026-09-19T07:02:56.359608+00:00
