source_row_number,source_polygon_id,lake_id,canonical_lake_id,processed_sample_id,latitude,longitude,reference_area_km2,elevation_m,distance_to_nearest_settlement_km,source_centroid_latitude,source_centroid_longitude,source_area_km2,geometry_sha256,source_geometry_valid,source_validation_warning,reconciliation_status,reconciliation_reason,eligible_for_processing
1178,1178,PKGL-01178,PKGL-01178,1178,36.12558949,73.23902778,0.004659941,4334.0,4.672773584530328,36.12558949509588,73.23902777943258,0.00465994126395,2630df443ec62da8bdd71c6e1329c8c67332c6ccabae69534d845b9f864b8d4b,False,Self-intersection[341426.717879364 3999325.77700695],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1179,1179,PKGL-01179,PKGL-01179,1179,36.13182568,73.24252231,0.005346479,4240.0,4.094471320992062,36.13182567710728,73.24252231489334,0.00534647921979,cc3c12862566c0218ce7e26d7fde1de3a48c644651679470361a9e70dd7beff7,False,Self-intersection[341846.38286369 4000041.96156403],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1180,1180,PKGL-01180,PKGL-01180,1180,36.13224222,73.21930476,0.019378949,4168.0,5.897216919191921,36.1322422227466,73.21930476576584,0.0193789489273,ca873374b1f66f811da7d125e852424ffd10ccd3f55ce38194133ecd304efd83,False,Self-intersection[339781.730746563 4000194.30778926],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1233,1233,PKGL-01233,PKGL-01233,1233,36.00757962,72.87999383,0.004398247,4885.0,16.377908444112933,36.00757961519422,72.87999382468323,0.0043982470902400005,fdb712b9a4f33bd98e77db4313f20d3d8cdc592bc10c5d584a22c314be488283,False,Self-intersection[308933.200785905 3986902.48674471],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1239,1239,PKGL-01239,PKGL-01239,1239,35.9232146,72.95068944,0.036779948,4651.0,26.101472930587445,35.923214602998165,72.95068944970043,0.0367799481738,50278745fb1bd0439f1088f416ce057779501f21b3213a1a52242c8e42b01ade,False,Self-intersection[314964.87867204 3977454.80051984],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1259,1259,PKGL-01259,PKGL-01259,1259,36.26237001,73.02976203,0.020690558,4826.0,8.251511962594966,36.262370006173796,73.02976202976829,0.0206905577867,1e5127e1cce8dcc8a100c48341cc672e79a1af4492772f2039e472e03b99d831,False,Self-intersection[322888.376472847 4014897.84877725],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1268,1268,PKGL-01268,PKGL-01268,1268,35.89383862,73.15817642,0.013317346,4470.0,27.276634737403946,35.89383861679214,73.15817642282076,0.0133173461271,525315436ea4efd8daee43f2623e8d1a87cc1d02908df191fe1025ec0dafd704,False,Self-intersection[333740.635203126 3973889.03798437],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1271,1271,PKGL-01271,PKGL-01271,1271,36.09651163,73.66769837,0.105680048,4426.0,12.910983836570509,36.09651162566687,73.66769836961953,0.105680047603,002b85907be96e4141cc3fdd7e64258d83ccacd359d485c8e6d25b547f30ee6d,False,Self-intersection[379886.399103695 3995511.15944832],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1294,1294,PKGL-01294,PKGL-01294,1294,36.05042096,73.74564271,0.00733481,4351.0,14.247137646422344,36.050420964664056,73.74564271390297,0.007334809958470001,b1cb1c87853a5643bd675db157ebfa3beaabeb707404b4f89302381b5138f738,False,Self-intersection[387010.338414863 3990317.961215],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1307,1307,PKGL-01307,PKGL-01307,1307,35.88713974,73.86757814,0.01756394,4196.0,19.92906363825598,35.887139740587045,73.867578139829,0.0175639398876,9237f3f5471024bf11315d20cc4e1edcec61e84cfc89f40a04b715ae61f55b8d,False,Self-intersection[397753.452692888 3972044.80439972],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1354,1354,PKGL-01354,PKGL-01354,1354,35.98819245,73.7131378,0.00919076,4554.0,21.10896222954521,35.98819245181915,73.71313780472184,0.00919075999228,9f302679c2503166a62aaac630e0c9b1c73e0700b1ac063b4934c0a47aba4895,False,Self-intersection[383931.9275 3983386.7777],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1370,1370,PKGL-01370,PKGL-01370,1370,36.02668004,73.71578242,0.022907633,4350.0,17.65907612264004,36.02668003967062,73.71578241312977,0.0229076334734,4859bdbf9e4762f9def2a99bcec135b6082c1bdde995b9c7d798ca3417c26b58,False,Self-intersection[384220.94222645 3987675.9958538],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1375,1375,PKGL-01375,PKGL-01375,1375,35.88243804,73.76280494,0.426740085,4102.0,27.783552742648887,35.88243793427167,73.76280492829477,0.426740085309,88cb9978c1de734fbc7e82174710b9dcfb9c0e36740188f362fd74e00f1b00b2,False,Self-intersection[388200.347845354 3972103.38720555],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1385,1385,PKGL-01385,PKGL-01385,1385,35.87630177,73.65800219,0.036528095,4101.0,24.09778966172916,35.87630177244425,73.6580021938655,0.036528094526799997,4045ad2cb71ee8c1eb52fd5d2d7eeeaf7449515ce5008e156d65464f2aad3851,False,Self-intersection[378845.717664691 3971229.64552477],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1386,1386,PKGL-01386,PKGL-01386,1386,36.07716327,73.75068972,0.011436482,4289.0,11.518369652099082,36.077163266040046,73.75068972368662,0.0114364824797,7f55a3b2decfa09e5b9713460d456bc173ba8eff0caa225278892f5838ab4e1d,False,Self-intersection[387445.456629527 3993216.16701401],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1387,1387,PKGL-01387,PKGL-01387,1387,36.09758999,73.67719644,0.01286778,4333.0,12.242190266286244,36.09758999197243,73.67719644007343,0.0128677798054,7c8e1fc0311525749efb2de175ecab63f1bd509bec3880314d58cc6b5ecdf355,False,Self-intersection[380839.759605602 3995573.72783483],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1401,1401,PKGL-01401,PKGL-01401,1401,35.76048958,74.17975857,0.095837077,4267.0,17.382989592250897,35.760489569100926,74.17975857558982,0.09583707691610001,9786656778281717f51b1b0eea3afb07a0af32c2b9661e480ad962619db35954,False,Self-intersection[425723.658002388 3957679.58735823],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1466,1466,PKGL-01466,PKGL-01466,1466,35.86536845,74.01339896,0.023688218,4195.0,9.822064717618955,35.86536844744145,74.01339896384752,0.0236882176096,586d5786955d0f06fed8eed7f0c8fa797fc8edfcf7dd2c25e2b823a26d4619a0,False,Self-intersection[410856.625616413 3969558.31720271],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1480,1480,PKGL-01480,PKGL-01480,1480,36.34344504,73.59749095,0.028191568,4152.0,4.628929035911338,36.343445038318166,73.59749095691463,0.0281915680916,e061069fe88796ec595da12d886b23c600dece6ca2bd502c3f187bf344359d25,False,Self-intersection[374051.077671899 4022969.02007506],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1486,1486,PKGL-01486,PKGL-01486,1486,36.34346489,73.555567,0.07003245,4467.0,8.188540971501348,36.343464888362746,73.55556699844357,0.0700324498002,d4129e5bfec2399109838aa5c1222f33d02f0e6a78b0ccf2af7a0368b466d07a,False,Self-intersection[370291.44548301 4023118.21704046],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1509,1509,PKGL-01509,PKGL-01509,1509,36.11643894,73.42283662,0.198116068,4452.0,7.470477704934981,36.116438907778004,73.42283661527271,0.198116068483,32bda5a8d23e3a04e85669b405ad96c015f26ce6968a23da41561d520c469266,False,Self-intersection[357966.662967635 3998165.49170749],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1537,1537,PKGL-01537,PKGL-01537,1537,36.02660076,73.57068754,0.032662379,4465.0,20.80118824458051,36.02660076317003,73.57068753978271,0.0326623790599,4c65064982fe3df34d108a6676eb5a90d35e070a0e89c00eeb480170b4abdebb,False,Self-intersection[371257.925844227 3987915.88736934],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1622,1622,PKGL-01622,PKGL-01622,1622,35.93396101,73.38432103,0.011674487,4291.0,16.918161986621115,35.93396100762743,73.38432102805442,0.0116744865459,4ebe92115dc23a3b7259787ecee645c62d6ce4c51bd3495f0f5de52b4411694a,False,Self-intersection[354316.962597817 3977807.57137319],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1656,1656,PKGL-01656,PKGL-01656,1656,36.06878656,73.54862716,0.047687063,4365.0,17.07298777916377,36.06878655267915,73.54862718197562,0.0476870626189,32c60221325de583ab68e4e24ba2a5fc6e2cbd714ee9bbf9699e06266668adcb,False,Self-intersection[369116.472244359 3992671.60053689],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1673,1673,PKGL-01673,PKGL-01673,1673,35.96226173,73.39702235,0.204127198,4342.0,14.13138122344791,35.96226170041457,73.39702232595958,0.204127198158,a725c08d847bc00502d4256d842fa6f4f2f428787c3ce3fb294009e8858f9bbe,False,Self-intersection[355479.527838832 3981191.0753209],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
1784,1784,PKGL-01784,PKGL-01784,1784,35.94507597,73.36477585,0.671743611,4162.0,15.45808322401549,35.94507585255658,73.36477590891728,0.671743611246,fb2cb13e7823dade55632bf91f1b48ff6f32df11534c940d55042c4a94d3bd29,False,Self-intersection[352223.302964343 3979573.68700488],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
2099,2099,PKGL-02099,PKGL-02099,2099,35.41370069,76.64736,0.007437046,3667.0,14.676249980144153,35.41370068839534,76.6473600005144,0.00743704600404,fbab7a4a9feae2a45bd05b2f42650c68e1330f1cc5fffdcef2695bad63d3582d,False,Self-intersection[649550.205275197 3920127.48118649],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
2357,2357,PKGL-02357,PKGL-02357,2357,34.74828368,76.45193735,0.040913425,4831.0,7.747394351890378,34.74828368078269,76.45193735612517,0.040913425094699994,5c3e958b2a51c9dfc6d5f57ae7c22e32839040d6a01a50cbc22d9c018d837c47,False,Self-intersection[632795.766861176 3846123.51226235],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
4597,4597,PKGL-04597,PKGL-04597,4597,35.84487612,75.78184332,0.035338029,3972.0,17.326961865227734,35.84487611701002,75.78184333483712,0.0353380286226,255724a45666478f09acb1c60d830b5117bbcb93cd57762f136767377810f776,False,Self-intersection[570808.617466391 3966932.29830484],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
5929,5929,PKGL-05929,PKGL-05929,5929,36.50594798,74.77704888,0.027819266,3047.0,5.354699905206818,36.50594797689789,74.77704887916252,0.0278192663158,2c68a0d35cf717fe0f99bf71d56aa9324a6ba1c0c55ca4f0267c9f7a71174afd,False,Self-intersection[480092.948104976 4040119.36846231],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
6300,6300,PKGL-06300,PKGL-06300,6300,36.27289823,75.81161804,0.061531577,4010.0,47.95288585786,36.272898231284685,75.81161804664792,0.061531576686,d448b236177c15c3543961e94e645dc7e247183be05e01184e61a81c7718f372,False,Ring Self-intersection[572861.5127 4014620.1699],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
7182,7182,PKGL-07180,PKGL-07180,7180,34.60678455,75.42336741,0.085381003,4618.0,12.190743406929952,34.60678455148634,75.4233674342377,0.08538100299569999,4e30e50e14750c9ee6f92c63eef8d674acddf65656e1b4bcaf87474fb2bbeafa,False,Ring Self-intersection[538661.3967 3829498.6248],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
7226,7226,PKGL-07224,PKGL-07224,7224,34.82427152,75.38244552,0.235989965,4315.0,23.2028014096904,34.824271466336256,75.38244550463912,0.235989964754,d49868f3fbf2f8e8e10a016d08e1505156fc69478e6df4dd8d0a5b9c2d7f87c7,False,Ring Self-intersection[535161.3668 3853875.2415],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
7258,7258,PKGL-07256,PKGL-07256,7256,34.90892976,75.52572908,0.002472795,4449.0,19.754044440717028,34.908929762266546,75.52572907906887,0.00247279497375,19ba5796060153fb3ab8db993cc245e2289fee81c9da64bf8e09b4f366245909,False,Ring Self-intersection[548039.1526 3863048.1616],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
7303,7303,PKGL-07301,PKGL-07301,7301,34.93347281,75.63201868,0.000943451,4845.0,16.300433388301116,34.933472806413995,75.63201867827402,0.00094345143004,73d4ac77ac1caf743349043bc6ea1c5d48e4cc63a487e2814d8ea643936f727b,False,Ring Self-intersection[557737.147 3865848.154],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
7349,7349,PKGL-07347,PKGL-07347,7347,34.94925774,75.60091843,0.011322743,4593.0,19.023902513332764,34.94925774270106,75.60091843403494,0.011322742944400001,c6eef44c37c7a8500e8677a838a966badbcfe203510e3f16a373356b328f80a3,False,Ring Self-intersection[554854.6581 3867631.7294],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
7355,7355,PKGL-07353,PKGL-07353,7353,34.89299373,75.71242251,0.185004181,4589.0,10.996808556024524,34.89299371969007,75.71242251834349,0.185004180526,80919e96e8cabbc06c0c43b3cd4cc8b7f5cb0afb327fae04b53931a16146a093,False,Ring Self-intersection[565322.5202 3861318.9931],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
7377,7377,PKGL-07375,PKGL-07375,7375,34.86879986,75.708685,0.046860321,4757.0,8.288170983840823,34.868799856997676,75.70868500204016,0.0468603210092,3c4f6019227deddc332ea410cce4232a1ec737c9e0265a0c9f8ed552e23e58ea,False,Ring Self-intersection[564880.3849 3858644.6486],INCLUDED,Unique source geometry mapped in source order after exact de-duplication,True
