latitude,longitude,area_km2,avg_temp_c,avg_precip_mm
34.946542378498684,75.59206219692821,0.252931783127,-2.54,1.23
35.72999206499625,73.2154346207232,0.25109495341,4.27,1.28
34.908188622573896,74.68016039840022,0.248067301397,-0.81,1.73
36.0106948185827,73.55734988467782,0.247829314469,1.01,0.65
35.90591286894609,73.15447638665485,0.246459210126,-2.53,0.76
35.09214823124933,76.25223103763658,0.245601412432,-0.46,0.89
34.839399049575505,74.76112387372345,0.244955786233,-2.4,1.63
34.8242715186736,75.38244551551723,0.235989964754,-2.54,1.23
35.833541259610136,72.64258862575414,0.233739626863,-2.76,0.9
35.61268075246038,72.82729240450212,0.231290021126,4.27,1.28
36.128688673486856,73.50476817047767,0.22917055698,1.01,0.65
35.21728348833975,72.37530552810306,0.21946513396800002,11.82,1.87
35.92015994506093,73.06385053988174,0.219462766659,-2.53,0.76
36.263389137780514,73.04732704862691,0.21941099584600002,-2.91,0.48
35.78218205267051,73.57153719022803,0.2178603539,1.01,0.65
34.84895855605866,74.52268360827557,0.2172923846,-0.81,1.73
35.09639990671587,76.23366411101816,0.217050578849,-0.46,0.89
35.65272553866234,73.26530644721291,0.214031448795,4.27,1.28
35.65191206949538,73.3571466121595,0.212191069052,4.27,1.28
36.10825798047472,73.46432635140253,0.211271690313,1.01,0.65
34.68356332329532,75.14044082000812,0.210102899447,2.99,2.06
34.857496958538555,74.07676326029618,0.206074467866,-0.81,1.73
35.61133006189036,73.18446923431193,0.20512401531899999,4.27,1.28
34.830445923521935,73.98455231477801,0.204847204112,0.22,1.74
34.87789002352517,75.87048818514664,0.20447490424599998,-2.54,1.23
35.77158094230227,72.16398727748624,0.204421874234,-0.61,0.98
35.962261733768116,73.39702235012703,0.204127198158,-2.53,0.76
35.362834518324,72.51604513850512,0.203343151148,0.55,1.36
35.851859198140446,73.87687006973779,0.202198373642,1.01,0.65
35.44651802946483,75.44619762252042,0.201014506843,-0.23,0.97
35.86887868301402,72.93936380208686,0.199291436679,-2.53,0.76
34.947933563962856,74.13842658198038,0.19813687113700001,-0.81,1.73
36.116438940539176,73.42283661757487,0.198116068483,-2.53,0.76
35.132403408663095,75.32122844822963,0.197876597884,-2.54,1.23
34.926238198700645,74.1555705973439,0.196994663746,-0.81,1.73
36.038601651750646,73.5917770305718,0.193234097114,1.01,0.65
35.263451863824336,75.19349000042625,0.191462157213,1.52,1.06
35.728546757736716,72.240706143082,0.191045982719,0.55,1.36
35.93921652104674,73.98506955811267,0.18968596452800002,1.01,0.65
35.78081804136641,72.17571474225424,0.187984668284,-0.61,0.98
35.2470600493277,73.79930404086024,0.187438557343,0.22,1.74
35.4337276910426,72.45195909046362,0.18612971173,0.55,1.36
34.89299372808072,75.71242251226695,0.185004180526,-2.54,1.23
35.399651499462756,72.37714929718132,0.184305767497,0.55,1.36
34.90182139689979,74.04843800541951,0.18358703193,0.22,1.74
35.60258833113529,72.59828938689186,0.183271764887,0.55,1.36
36.88551071853507,73.42822874276655,0.18264774883999998,-5.75,0.34
35.90449693369531,73.56801906634762,0.181979607853,1.01,0.65
35.351652324406054,72.50966379341055,0.18142488070899998,0.55,1.36
34.9864860093696,75.55341300430995,0.181243721375,-2.54,1.23
36.145361884233374,73.63911074993008,0.177059567152,1.01,0.65
35.81720451654688,74.0830480014351,0.17673554298299998,1.74,0.72
35.345865429040764,72.53603361590673,0.17605476731699998,0.55,1.36
35.95699101444682,73.28433441827562,0.175181904886,-2.53,0.76
34.87271002129494,75.71575628549398,0.17482599588800002,-2.54,1.23
36.23918134251508,74.08417699693602,0.174615713724,1.74,0.72
35.60815689649529,72.23462906592512,0.170583533689,0.55,1.36
34.80736986973544,75.5442020532763,0.169901057935,-2.54,1.23
35.84807413215987,73.0613292264443,0.168401272504,-2.53,0.76
35.77525104376091,72.93458951989518,0.16836354945300003,-2.53,0.76
35.39954039875029,74.67515643697558,0.16699831915,5.99,1.02
36.06875818843783,72.74532941168877,0.164378874141,-2.76,0.9
35.70703099212616,74.24304315525002,0.16407359041,5.99,1.02
36.6423501648874,73.40619887945444,0.163888140691,-2.91,0.48
35.055665320262264,76.2611547306019,0.16349949499,-0.46,0.89
35.800551694175574,73.0842374348706,0.16342574665399998,-2.53,0.76
35.820624030945034,72.94476949797507,0.16308308515699999,-2.53,0.76
35.28757224400105,72.2630670202639,0.161762818359,0.55,1.36
35.868048372210204,73.9284709472901,0.16063137070800002,1.01,0.65
35.119008422264564,75.2281654051747,0.160543628443,-2.4,1.63
36.35075121017309,73.51364414065083,0.159999639689,-0.87,0.45
34.91935623253565,75.18874182759926,0.159779290845,-2.4,1.63
35.71438768822741,73.16594095281873,0.15926420666600002,4.27,1.28
34.813329959608005,76.5171779674081,0.159133571957,-0.46,0.89
34.95910662328768,74.05816157350571,0.157880167281,0.22,1.74
36.18071720843409,71.79971964267328,0.157124723214,-0.61,0.98
35.85840250630097,73.8691302937274,0.156570193007,1.01,0.65
35.643633091565,73.35231352727276,0.155975932338,4.27,1.28
35.33792281541695,73.52369906713344,0.155443872048,6.1,1.01
35.90586674774236,73.92106883028985,0.154853269368,1.01,0.65
35.33193295621189,72.49673110579613,0.153479228408,0.55,1.36
35.96220219467977,74.01876438896629,0.153051927643,1.01,0.65
35.8171249884243,74.08299087737213,0.15290552873399998,1.74,0.72
35.234027270918396,73.63543399416004,0.152889996112,0.22,1.74
35.62532577664482,72.23237892587478,0.151146337241,0.55,1.36
36.41182822500624,72.90058850308625,0.148996008229,-2.91,0.48
35.71399165731102,71.53233097548824,0.148855459324,2.7,1.35
35.812649401807725,72.99556358627378,0.14794103178300003,-2.53,0.76
35.38428150169292,72.33183752249323,0.14770624832,0.55,1.36
35.35699847058847,72.51485127967207,0.147460459113,0.55,1.36
34.761844487735154,76.46845887587583,0.147360715329,-0.46,0.89
35.09894255466789,74.09747240429128,0.14647219425900002,-0.81,1.73
34.92037688987825,75.17717417917814,0.1462530316,-2.4,1.63
35.330114292904355,74.78566510552179,0.144879732712,1.52,1.06
34.90873111451952,74.0256290614099,0.144770351886,0.22,1.74
34.92366642377949,75.59856632964554,0.144411215849,-2.54,1.23
35.81709046240727,73.29721390126305,0.144087817236,-2.53,0.76
36.86787277966649,73.6729417341111,0.143538912616,-5.97,0.31
35.8553803330246,72.98023565850387,0.143185438991,-2.53,0.76
34.92174310099675,75.24978356363142,0.142811343144,-2.4,1.63
34.96476304631635,75.54514661748715,0.142460276693,-2.54,1.23
34.97202857982095,75.05052523027337,0.142059178331,-2.4,1.63
35.7033345763363,74.41030135526614,0.14202297967299998,5.99,1.02
34.88280740913927,75.67977810354307,0.141599874757,-2.54,1.23
35.18233862834378,75.422434400929,0.141487800665,-2.54,1.23
34.85872432751126,75.941724547679,0.139366641071,-0.46,0.89
35.33160589596714,73.54042731059563,0.139099959756,6.1,1.01
36.08581991924009,73.46037327202204,0.138361521071,1.01,0.65
35.3314360252213,72.32269260108754,0.13825012738200002,0.55,1.36
35.31438723475864,72.3767215044049,0.13823513842000001,0.55,1.36
35.0196307775802,73.80679916421681,0.137911332704,0.22,1.74
35.68627449815883,74.22977957279122,0.137828738351,5.99,1.02
35.664078398997376,72.5839955281866,0.13752135930700002,0.55,1.36
34.810443168446696,76.50203475832672,0.137126252935,-0.46,0.89
34.49118072870207,75.64901573896944,0.13695650131,-1.77,1.53
35.511123841071075,72.13958071063635,0.136788376423,5.7,1.41
35.67286860259234,73.07673824860476,0.135865253485,4.27,1.28
36.15398020689647,73.6161546522305,0.133866388765,1.01,0.65
35.19189828835191,72.32583242188562,0.133691726207,11.82,1.87
35.02717447520278,75.72540577687421,0.13309657582200002,-2.54,1.23
35.01029661010718,76.3203200508984,0.132926701622,-0.46,0.89
35.99977097121044,73.31224658925636,0.132734966105,-2.53,0.76
35.8715956209281,73.07358119865614,0.13174642039700002,-2.53,0.76
35.22030265809065,73.61973361119931,0.13032756279399998,0.22,1.74
35.31088965844793,72.40759985616806,0.130294734984,0.55,1.36
36.17283535544227,72.94710557401879,0.130162460397,-2.53,0.76
34.85400806009136,76.36759778558567,0.12987496562099998,-0.46,0.89
35.87695277985787,73.61438631026155,0.12976778883,1.01,0.65
35.779059937993026,74.20485571143222,0.12925101262900002,1.74,0.72
35.91786160036539,73.37088397659709,0.128803003221,-2.53,0.76
35.77904485196807,74.20483547311309,0.12869031332699998,1.74,0.72
36.43009691713368,74.86239474405991,0.127382509995,-5.46,0.51
34.895452805936806,75.61671744446446,0.12659860979,-2.54,1.23
35.82957216183557,73.22757123542208,0.125535742683,-2.53,0.76
35.32052368913929,72.22563754511559,0.125401652048,0.55,1.36
34.65139582826844,75.36951877080259,0.125373022253,-1.77,1.53
35.61998342723133,71.44690987830268,0.12377839060899999,2.7,1.35
35.143293559843364,75.26120535170413,0.122810012521,-2.4,1.63
34.853831907352976,76.38252862541229,0.122639727058,-0.46,0.89
35.820851437613605,74.29379576789475,0.12251153290000001,1.74,0.72
34.84644723043779,74.78665258482825,0.121590222291,-2.4,1.63
35.78343648555141,73.50705648756973,0.12021148961999999,1.01,0.65
35.91669333455596,73.94524144345613,0.120193164084,1.01,0.65
36.12870026192034,73.38566799050348,0.119647112153,-2.53,0.76
35.04873111525789,75.19819800374064,0.119556853339,-2.4,1.63
